domain,agency,status,redirect,https,dot_gov,www
wallertexas.gov,"City of Waller, TX",200,"https://www.wallertexas.gov/",true,true,false
cityofwebster.com,"City of Webster, TX",200,"https://cityofwebster.com/",true,false,false
westutx.gov,"City of West University Place, TX",200,"https://westutx.gov/",true,true,false
taylorlakevillage.us,"City of Taylor Lake Village, TX",200,"http://www.taylorlakevillage.us/",false,false,false
staffordtx.gov,"City of Stafford, TX",200,"https://staffordtx.gov/",true,true,false
springvalleytx.com,"City of Spring Valley Village, TX",200,"https://springvalleytx.com/",true,false,false
southhoustontx.gov,"City of South Houston, TX",200,"https://southhoustontx.gov/",true,true,false
shoreacrestx.us,"City of Shoreacres, TX",200,"https://www.shoreacrestx.us/",true,false,true
seabrooktx.gov,"City of Seabrook, TX",200,"https://seabrooktx.gov/",true,true,false
cityofpineypoint.com,"City of Piney Point Village, TX",200,"https://www.cityofpineypoint.com/",true,false,true
nassaubay.com,"City of Nassau Bay, TX",200,"https://nassaubay.com/",true,false,false
cityofkaty.com,"City of Katy, TX",200,"https://www.cityofkaty.com/",true,false,true
morganspoint-tx.com,"City of Morgan’s Point, TX",200,"https://www.morganspoint-tx.com/",true,false,true
jerseyvillagetx.com,"City of Jersey Village, TX",200,"https://www.jerseyvillagetx.com/",true,false,true
jacintocity-tx.gov,"City of Jacinto City, TX",200,"https://www.jacintocity-tx.gov/",true,true,true
hilshirevillagetexas.com,"City of Hilshire Village, TX",200,"https://www.hilshirevillagetexas.com/",true,false,true
cityofhunterscreek.com,"City of Hunters Creek Village, TX",200,"https://cityofhunterscreek.com/",true,false,false
thecityofhedwigvillage.com,"City of Hedwig Village, TX",200,"https://www.thecityofhedwigvillage.com/",true,false,false
cityofgalenapark-tx.gov,"City of Galena Park, TX",200,"https://cityofgalenapark-tx.gov/",true,true,false
ellago-tx.gov,"City of El Lago, TX",200,"https://ellago-tx.gov/",true,true,true
bellairetx.gov,"City of Bellaire, TX",200,"https://bellairetx.gov/",true,true,false
cityofhumbletx.gov,"City of Humble, TX",200,"https://www.cityofhumbletx.gov/",true,true,true
waste.gov,"Executive Office of the President",200,"https://waste.gov/",true,true,true
dei.gov,"Executive Office of the President",200,"https://waste.gov/",true,true,true
laportetx.gov,"City of LaPorte, TX",200,"https://laportetx.gov/",true,true,false
missouricitytx.gov,"City of Missouri, TX",200,"https://missouricitytx.gov/",true,true,false
ci.friendswood.tx.us,"City of Friendswood, TX",200,"https://ci.friendswood.tx.us/",true,false,false
deerparktx.gov,"City of Deer Park, TX",200,"https://deerparktx.gov/",true,true,false
harriscountytx.gov,"City of Harris County, TX",200,"https://www.harriscountytx.gov/",true,true,true
baytown.org,"City of Baytown, TX",200,"https://baytown.org/",true,false,false
doge.gov,"Department of Government Efficiency",200,"https://doge.gov/",true,true,false
solanocounty.gov,"County of Solano, CA",200,"https://solanocounty.gov/",true,true,false
eugene-or.gov,"City of Eugene, OR",200,"https://eugene-or.gov/",true,true,false
piedmont.ca.gov,"City of Piedmont, CA",200,"https://piedmont.ca.gov/",true,true,false
cityofsouthfultonga.gov,"City of South Fulton, GA",200,"https://www.cityofsouthfultonga.gov/",true,true,false
chicago.gov,"City of Chicago, IL",200,"https://www.chicago.gov/city/en.html",true,true,true
yumaaz.gov,"City of Yuma, AZ",200,"https://www.yumaaz.gov/",true,true,true
yonkersny.gov,"City of Yonkers, NY",200,"https://www.yonkersny.gov/",true,true,true
worcesterma.gov,"City of Worcester, MA",200,"https://www.worcesterma.gov/",true,true,true
wichita.gov,"City of Wichita, KS",200,"https://www.wichita.gov/",true,true,true
wilmingtonnc.gov,"City of Wilmington, NC",200,"https://www.wilmingtonnc.gov/Home",true,true,true
wichitafallstx.gov,"City of Wichita Falls, TX",200,"https://wichitafallstx.gov/",true,true,false
warrenmi.gov,"City of Warren, MI",200,"https://www.cityofwarren.org/",true,false,true
walkermi.gov,"City of Grand Rapids, MI",200,"https://walkermi.gov/",true,true,false
waco-texas.com,"City of Waco, TX",200,"https://www.waco-texas.com/Home",true,false,true
visalia.gov,"City of Visalia, CA",200,"https://www.visalia.city/",true,false,true
victorvilleca.gov,"City of Victorville, CA",200,"https://www.victorvilleca.gov/",true,true,true
cityofvancouver.us,"City of Vancouver, WA",200,"https://www.cityofvancouver.us/",true,false,true
virginiabeach.gov,"City of Virginia Beach, VA",200,"https://virginiabeach.gov/",true,true,false
tylertexas.gov,"City of Tyler, TX",400,"http://www.tylertexas.gov/",false,true,false
vallejo.gov,"City of Vallejo, CA",200,"https://www.vallejo.gov/",true,true,true
tuscaloosa-al.gov,"City of Tuscaloosa, AL",200,"https://www.tuscaloosa.com/",true,false,true
topeka.org,"City of Topeka, KS",200,"https://www.topeka.org/",true,false,false
tucsonaz.gov,"City of Tucson, AZ",200,"https://www.tucsonaz.gov/Home",true,true,true
toledo.oh.gov,"City of Toledo, OH",200,"https://toledo.oh.gov/",true,true,true
thorntonco.gov,"City of Thornton, CO",200,"https://www.thorntonco.gov/",true,true,true
toaks.gov,"City of Thousand Oaks, CA",200,"https://toaks.gov/",true,true,false
tempe.gov,"City of Tempe, AZ",200,"https://www.tempe.gov/",true,true,true
temeculaca.gov,"City of Temecula, CA",200,"https://temeculaca.gov/",true,true,false
tampa.gov,"City of Tampa, FL",200,"https://www.tampa.gov/",true,true,true
tacoma.gov,"City of Tacoma, WA",200,"https://tacoma.gov/",true,true,false
syr.gov,"City of Syracuse, NY",200,"https://www.syr.gov/Home",true,true,true
sugarlandtx.gov,"City of Sugar Land, TX",200,"https://sugarlandtx.gov/",true,true,false
stpaul.gov,"City of Saint Paul, MN",200,"https://www.stpaul.gov/",true,true,true
stocktonca.gov,"City of Stockton, CA",200,"https://stocktonca.gov/",true,true,false
stgeorgela.gov,"City of Baton Rouge, LA",200,"https://stgeorgela.gov/",true,true,false
stlouis-mo.gov,"City of St. Louis, MO",200,"https://www.stlouis-mo.gov/",true,true,true
sterlingheights.gov,"City of Sterling Heights, MI",200,"https://sterlingheights.gov/",true,true,false
stamfordct.gov,"City of Stamford, CT",200,"https://www.stamfordct.gov/",true,true,true
springfield-ma.gov,"City of Springfield, MA",200,"https://www.springfield-ma.gov/cos/",true,true,false
springfieldmo.gov,"City of Springfield, MO",200,"https://www.springfieldmo.gov/",true,true,true
spokanevalleywa.gov,"City of Spokane Valley, WA",200,"https://spokanevalleywa.gov/",true,true,false
spokane.gov,"City of Spokane, WA",200,"https://spokane.gov/",true,true,true
sparksnv.gov,"City of Sparks, NV",200,"https://www.cityofsparks.us/",true,false,false
southbendin.gov,"City of South Bend, IN",200,"https://southbendin.gov/",true,true,true
southsideplacetx.gov,"City of Houston, TX",200,"https://southsideplacetx.gov/",true,true,false
simivalley.gov,"City of Simi Valley, CA",200,"https://www.simivalley.org/",true,false,true
siouxfalls.gov,"City of Sioux Falls, SD",200,"https://www.siouxfalls.gov/home",true,true,true
shreveportla.gov,"City of Shreveport, LA",200,"https://shreveportla.gov/",true,true,false
sgcityutah.gov,"City of St. George, UT",200,"https://sgcityutah.gov/",true,true,false
scottsdaleaz.gov,"City of Scottsdale, AZ",200,"https://www.scottsdaleaz.gov/",true,true,true
srcity.org,"City of Santa Rosa, CA",200,"https://www.srcity.org/",true,false,true
savannahga.gov,"City of Savannah, GA",200,"https://savannahga.gov/",true,true,false
santafenm.gov,"City of Santa Fe, NM",200,"https://santafenm.gov/",true,true,true
santaclarita.gov,"City of Santa Clarita, CA",200,"https://santaclarita.gov/",true,true,true
santaclaraca.gov,"City of Santa Clara, CA",200,"https://www.santaclaraca.gov/",true,true,true
sanjoseca.gov,"City of San Jose, CA",200,"https://www.sanjoseca.gov/",true,true,true
santa-ana.org,"City of Santa Ana, CA",200,"https://www.santa-ana.org/",true,false,true
sandyspringsga.gov,"City of Sandy Springs, GA",200,"https://www.sandyspringsga.gov/",true,true,true
sandiego.gov,"City of San Diego, CA",200,"https://www.sandiego.gov/",true,true,true
sanbernardino.gov,"City of San Bernardino, CA",200,"https://www.sbcity.org/",true,false,true
cityofsalinas.org,"City of Salinas, CA",200,"https://www.cityofsalinas.org/Home",true,false,true
salemor.gov,"City of Salem, OR",200,"https://bitly.com/pages/landing/branded-short-domains-powered-by-bitly?bsd=salemor.gov",true,false,false
sa.gov,"City of San Antonio, TX",200,"https://www.sa.gov/Home",true,true,true
rva.gov,"City of Richmond, VA",200,"https://rva.gov/",true,true,false
roundrocktexas.gov,"City of Round Rock, TX",200,"https://www.roundrocktexas.gov/",true,true,true
rrnm.gov,"City of Rio Rancho, NM",200,"https://rrnm.gov/",true,true,false
rockfordil.gov,"City of Rockford, IL",200,"https://rockfordil.gov/",true,true,false
rochestermn.gov,"City of Rochester, MN",200,"https://www.rochestermn.gov/",true,true,true
richmondca.gov,"City of Richmond, CA",200,"https://richmondca.gov/",true,true,false
rialtoca.gov,"City of Rialto, CA",200,"https://rialtoca.gov/",true,true,false
reno.gov,"City of Reno, NV",200,"https://www.reno.gov/",true,true,true
rentonwa.gov,"City of Renton, WA",200,"https://www.rentonwa.gov/Home",true,true,true
cityofrc.us,"City of Rancho Cucamonga, CA",200,"https://www.cityofrc.us/",true,false,true
raleighnc.gov,"City of Raleigh, NC",200,"https://raleighnc.gov/",true,true,true
quincyma.gov,"City of Quincy, MA",200,"https://www.quincyma.gov/",true,true,true
providenceri.gov,"City of Providence, RI",200,"https://www.providenceri.gov/",true,true,true
portland.gov,"City of Portland, OR",200,"https://www.portland.gov/",true,true,true
pompanobeachfl.gov,"City of Pompano Beach, FL",200,"https://www.pompanobeachfl.gov/",true,true,true
pomonaca.gov,"City of Pomona, CA",200,"https://www.pomonaca.gov/",true,true,true
plano.gov,"City of Plano, TX",200,"https://www.plano.gov/",true,true,true
pittsburghpa.gov,"City of Pittsburgh, PA",200,"https://www.pittsburghpa.gov/Home",true,true,true
peoriagov.org,"City of Peoria, IL",200,"https://peoriagov.org/",true,false,false
peoriaaz.gov,"City of Peoria, AZ",403,"https://www.peoriaaz.gov/",true,true,false
pearlandtx.gov,"City of Pearland, TX",200,"https://www.pearlandtx.gov/",true,true,true
patersonnj.gov,"City of Paterson, NJ",200,"https://www.patersonnj.gov/",true,true,true
pasadenatx.gov,"City of Pasadena, TX",200,"https://pasadenatx.gov/",true,true,false
pasadena.gov,"City of Pasadena, CA",200,"https://www.cityofpasadena.net/",true,false,true
palmbayflorida.org,"City of Palm Bay, FL",200,"https://www.palmbayflorida.org/",true,false,true
opkansas.org,"City of Overland Park, KS",200,"https://www.opkansas.org/",true,false,true
orlando.gov,"City of Orlando, FL",200,"https://www.orlando.gov/Home",true,true,true
cityoforange.org,"City of Orange, CA",200,"https://www.cityoforange.org/",true,false,true
ontarioca.gov,"City of Ontario, CA",200,"https://www.ontarioca.gov/",true,true,true
olympiawa.gov,"City of Olympia, WA",200,"https://www.olympiawa.gov/",true,true,true
olatheks.gov,"City of Olathe, KS",200,"https://www.olatheks.gov/",true,true,true
odessa-tx.gov,"City of Odessa, TX",200,"https://odessa-tx.gov/",true,true,false
oaklandca.gov,"City of Oakland, CA",200,"https://www.oaklandca.gov/",true,true,true
northcharleston.org,"City of North Charleston, SC",200,"https://northcharleston.org/",true,false,false
normanok.gov,"City of Norman, OK",200,"https://www.normanok.gov/",true,true,true
norfolk.gov,"City of Norfolk, VA",200,"https://www.norfolk.gov/",true,true,true
nola.gov,"City of New Orleans, LA",500,"https://nola.gov/",true,true,false
nnva.gov,"City of Newport News, VA",200,"https://www.nnva.gov//",true,true,true
newhavenct.gov,"City of New Haven, CT",200,"https://www.newhavenct.gov/",true,true,true
newbraunfels.gov,"City of New Braunfels, TX",200,"https://newbraunfels.gov/",true,true,false
newbedford-ma.gov,"City of New Bedford, MA",403,"https://www.newbedford-ma.gov/",true,true,false
newarknj.gov,"City of newark, NJ",200,"https://www.newarknj.gov/",true,true,true
cityofnampa.us,"City of Nampa, ID",200,"https://www.cityofnampa.us/",true,false,true
murrietaca.gov,"City of Murrieta, CA",200,"https://www.murrietaca.gov/",true,true,true
murfreesborotn.gov,"City of Murfreesboro, TN",200,"https://www.murfreesborotn.gov/",true,true,true
moval.gov,"City of Moreno Valley, CA",200,"https://moval.gov/",true,true,false
montgomeryal.gov,"City of Montgomery, AL",200,"https://www.montgomeryal.gov/",true,true,true
modestogov.com,"City of Modesto, CA",200,"https://modestogov.com/",true,false,false
miramarfl.gov,"City of Miramar, FL",200,"https://www.miramarfl.gov/Home",true,true,true
miramarfl.gov,"City of Miramar, FL",200,"https://www.miramarfl.gov/Home",true,true,true
minneapolismn.gov,"City of Minneapolis, MN",301,"https://www.minneapolismn.gov/",true,true,false
milwaukee.gov,"City of Milwaukee, WI",403,"https://www.milwaukee.gov/",true,true,false
midlandtexas.gov,"City of Midland, TX",200,"https://midlandtexas.gov/",true,true,false
miami.gov,"City of Miami, FL",200,"https://www.miami.gov/Home",true,true,true
miamigardens-fl.gov,"City of Miami Gardens, FL",200,"https://miamigardens-fl.gov/",true,true,false
mesquitetx.gov,"City of Mesquite, TX",200,"https://www.cityofmesquite.com/",true,false,true
memphistn.gov,"City of Memphis, TN",200,"https://www.memphistn.gov/",true,true,true
manchesternh.gov,"City of Manchester, NH",200,"https://www.manchesternh.gov/",true,true,true
cityofmadison.com,"City of Madison, WI",200,"https://www.cityofmadison.com/",true,false,true
lynnma.gov,"City of Lynn, MA",200,"https://www.lynnma.gov/",true,true,true
lowellma.gov,"City of Lowell, MA",200,"https://lowellma.gov/",true,true,false
louisvilleky.gov,"City of Louisville, KY",403,"https://www.louisvilleky.gov/",true,true,false
longbeach.gov,"City of Long Beach, CA",200,"https://longbeach.gov/",true,true,false
leaguecitytx.gov,"City of League City, TX",200,"https://leaguecitytx.gov/",true,true,false
lasvegasnevada.gov,"City of Las Vegas, NV",200,"https://www.lasvegasnevada.gov/",true,true,true
lascruces.gov,"City of Las Cruces, NM",200,"https://lascruces.gov/",true,true,true
cityoflaredo.com,"City of Laredo, TX",200,"https://www.cityoflaredo.com/",true,false,true
lansingmi.gov,"City of Lansing, MI",200,"https://www.lansingmi.gov/",true,true,true
lacity.gov,"City of Los Angeles, CA",200,"https://lacity.gov/",true,true,true
lakewood.org,"City of Lakewood, CO",200,"https://www.lakewood.org/Home",true,false,true
knoxvilletnpolice.gov,"City of Knoxville, TN",200,"https://knoxvilletnpolice.gov/",true,true,true
killeentexas.gov,"City of Killeen, TX",200,"https://killeentexas.gov/",true,true,false
knoxvilletn.gov,"City of Knoxville, TN",200,"https://www.knoxvilletn.gov/",true,true,true
kentwa.gov,"City of Kent, WA",200,"https://www.kentwa.gov/",true,true,true
kcmo.gov,"City of Kansas City, MO",200,"https://www.kcmo.gov/",true,true,true
kannapolisnc.gov,"City of Concord, NC",200,"https://www.kannapolisnc.gov/",true,true,true
joliet.gov,"City of Joliet, IL",200,"https://www.joliet.gov/",true,true,true
jerseycitynj.gov,"City of Jersey City, NJ",200,"https://www.jerseycitynj.gov/",true,true,true
jeffersoncitymo.gov,"City of Jefferson City, MO",200,"https://jeffersoncitymo.gov/",true,true,false
jcmo.gov,"City of Jefferson City, MO",200,"https://jcmo.gov/",true,true,false
jacksonville.gov,"City of Jacksonville, FL",200,"https://www.jacksonville.gov/",true,true,true
jacksonms.gov,"City of Jackson, MS",200,"https://www.jacksonms.gov/",true,true,true
irvingtx.gov,"City of Irving, TX",200,"https://irvingtx.gov/",true,true,false
indy.gov,"City of Indianapolis, IN",403,"http://www.indy.gov/",false,true,false
indianhill.gov,"City of Cincinnati, OH",200,"https://indianhill.gov/",true,true,true
independencemo.gov,"City of Independence, MO",200,"https://www.independencemo.gov/",true,true,true
huntsvilleal.gov,"City of Huntsville, AL",200,"https://www.huntsvilleal.gov/",true,true,true
huntingtonbeachca.gov,"City of Huntington Beach, CA",200,"https://huntingtonbeachca.gov/",true,true,false
houstontx.gov,"City of Houston, TX",200,"https://houstontx.gov/",true,true,false
hillsboro-oregon.gov,"City of Hillsboro, OR",200,"https://www.hillsboro-oregon.gov/",true,true,true
highpointnc.gov,"City of High Point, NC",200,"https://www.highpointnc.gov/",true,true,true
hialeahfl.gov,"City of Hialeah, FL",200,"http://www.hialeahfl.gov/",false,true,false
cityofhenderson.com,"City of Henderson, NV",200,"https://www.cityofhenderson.com/",true,false,true
helenamt.gov,"City of Helena, MT",200,"https://www.helenamt.gov/Home",true,true,true
harrisburgpa.gov,"City of Harrisburg, PA",403,"https://www.harrisburgpa.gov/",true,true,false
hampton.gov,"City of Hampton, VA",200,"https://www.hampton.gov/",true,true,true
greshamoregon.gov,"City of Gresham, OR",200,"https://www.greshamoregon.gov/",true,true,true
greensboro-nc.gov,"City of Greensboro, NC",200,"https://www.greensboro-nc.gov/",true,true,true
greenbaywi.gov,"City of Green Bay, WI",200,"https://www.greenbaywi.gov/",true,true,true
greeleygov.com,"City of Greeley, CO",200,"https://greeleygov.com/",true,false,true
grandrapidsmi.gov,"City of Grand Rapids, MI",200,"https://www.grandrapidsmi.gov/Home",true,true,true
goodyearaz.gov,"City of Goodyear, AZ",200,"https://www.goodyearaz.gov/",true,true,true
glendaleca.gov,"City of Glendale, CA",200,"https://www.glendaleca.gov/",true,true,true
glendaleaz.gov,"City of Glendale, AZ",404,"https://www.glendaleaz.gov/errors/FileNotFound.aspx",true,true,false
ggcity.org,"City of GARDEN GROVE, CA",200,"https://ggcity.org/",true,false,true
garlandtx.gov,"City of Garland, TX",200,"https://garlandtx.gov/",true,true,false
gainesvillefl.gov,"City of Gainesville, FL",200,"https://www.gainesvillefl.gov/Home",true,true,true
cityoffullerton.com,"City of Fullerton, CA",200,"https://www.cityoffullerton.com/",true,false,true
friscotexas.gov,"City of Frisco, TX",200,"https://www.friscotexas.gov/",true,true,true
fresno.gov,"City of Fresno, CA",200,"https://www.fresno.gov/",true,true,false
fremontpolice.gov,"City of Fremont, CA",200,"https://www.fremontpolice.gov/",true,true,true
fremont.gov,"City of Fremont, CA",200,"https://www.fremont.gov/",true,true,true
fcgov.com,"City of Fort Collins, CO",200,"https://www.fcgov.com/",true,false,true
fortworthtexas.gov,"City of Fort Worth, TX",200,"https://www.fortworthtexas.gov/Home",true,true,true
fontanaca.gov,"City of Fontana, CA",200,"https://www.fontanaca.gov/",true,true,false
flpd.gov,"City of Fort Lauderdale, FL",200,"https://www.flpd.gov/",true,true,true
fishersin.gov,"City of Fishers, IN",200,"https://fishersin.gov/",true,true,true
surpriseaz.gov,"City of Surprise, AZ",500,"https://www.surpriseaz.gov/",true,true,false
seattle.gov,"City of Seattle, WA",200,"https://seattle.gov/",true,true,false
fayettevillenc.gov,"City of Fayetteville, NC",200,"https://www.fayettevillenc.gov/Home",true,true,true
fayetteville-ar.gov,"City of Fayetteville, AR",200,"https://www.fayetteville-ar.gov/",true,true,true
fargond.gov,"City of Fargo, ND",200,"https://fargond.gov/",true,true,false
everettwa.gov,"City of Everett, WA",200,"https://www.everettwa.gov/",true,true,true
escondido.gov,"City of Escondido, CA",200,"https://escondido.gov/",true,true,false
elmonteca.gov,"City of El Monte, CA",200,"https://elmonteca.gov/",true,true,false
elkgrovecity.org,"City of Elk Grove, CA",403,"https://elkgrove.gov/",true,true,false
elginil.gov,"City of Elgin, IL",200,"https://elginil.gov/",true,true,false
elcajon.gov,"City of El Cajon, CA",200,"https://www.elcajon.gov/",true,true,true
eastgrmi.gov,"City of Grand Rapids, MI",200,"https://eastgrmi.gov/",true,true,false
durhamnc.gov,"City of Durham, NC",200,"https://www.durhamnc.gov/",true,true,true
detroitmi.gov,"City of Detroit, MI",200,"https://detroitmi.gov/",true,true,true
detroitmi.gov,"City of Detroit, MI",200,"https://detroitmi.gov/",true,true,true
cityofdenton.com,"City of Denton, TX",200,"https://www.cityofdenton.com/",true,false,true
dearborn.gov,"City of Dearborn, MI",200,"https://dearborn.gov/",true,true,false
daytonohio.gov,"City of Dayton, OH",200,"https://daytonohio.gov/",true,true,false
dallas.gov,"City of Dallas, TX",200,"https://dallascityhall.com/Pages/default.aspx",true,false,true
costamesaca.gov,"City of Costa Mesa, CA",200,"https://www.costamesaca.gov/",true,true,true
cstx.gov,"City of College Station, TX",200,"https://www.cstx.gov/",true,true,true
corpuschristitx.gov,"City of Corpus Christi, TX",200,"https://www.corpuschristitx.gov/",true,true,true
coronaca.gov,"City of Corona, CA",200,"https://www.coronaca.gov/",true,true,true
cor.net,"City of Richardson, TX",200,"https://www.cor.net/",true,false,true
coralsprings.gov,"City of CORAL SPRINGS, FL",200,"https://www.coralsprings.gov/Home",true,true,true
concordnh.gov,"City of Concord, NH",200,"https://concordnh.gov/",true,true,false
como.gov,"City of Columbia, MO",403,"https://www.como.gov/",true,true,false
concordnc.gov,"City of Concord, NC",200,"https://concordnc.gov/",true,true,true
columbus.gov,"City of Columbus, OH",200,"https://www.columbus.gov/Home",true,true,true
columbiasc.gov,"City of Columbia, SC",200,"https://columbiasc.gov/",true,true,true
coloradosprings.gov,"City of Colorado Springs, CO",200,"https://coloradosprings.gov/",true,true,true
cityofclovis.com,"City of Clovis, CA",200,"https://cityofclovis.com/",true,false,true
clevelandohio.gov,"City of Cleveland, OH",200,"https://www.clevelandohio.gov/",true,true,true
clarksvilletn.gov,"City of Clarksville, TN",200,"https://clarksvilletn.gov/",true,true,false
cityofvacaville.gov,"City of Vacaville, CA",200,"https://www.cityofvacaville.gov/",true,true,true
cityoftulsa.org,"City of Tulsa, OK",200,"https://cityoftulsa.org/",true,false,false
cityofsanmateo.org,"City of San Mateo, CA",200,"https://cityofsanmateo.org/",true,false,false
cityofsacramento.gov,"City of Sacramento, CA",200,"https://www.cityofsacramento.gov/",true,true,true
cityofpalmdaleca.gov,"City of Palmdale, CA",200,"https://cityofpalmdaleca.gov/",true,true,false
phoenix.gov,"City of Phoenix, AZ",200,"https://www.phoenix.gov/",true,true,true
cityofmobile.gov,"City of Mobile, AL",403,"https://www.cityofmobile.gov/",true,true,false
cityofnormandy.gov,"City of St. Louis, MO",200,"https://www.cityofnormandy.gov/",true,true,true
cityoflancasterca.org,"City of Lancaster, CA",200,"https://www.cityoflancasterca.org/",true,false,true
ci.lubbock.tx.us,"City of Lubbock, TX",200,"https://ci.lubbock.tx.us/",true,false,false
cityofirvine.org,"City of Irvine, CA",200,"https://www.cityofirvine.org/",true,false,true
hayward-ca.gov,"City of Hayward, CA",200,"https://hayward-ca.gov/",true,true,false
cityofconroe.org,"City of Conroe, TX",200,"https://cityofconroe.org/",true,false,false
chulavistaca.gov,"City of Chula Vista, CA",200,"https://www.chulavistaca.gov/",true,true,true
cincinnati-oh.gov,"City of Cincinnati, OH",200,"https://www.cincinnati-oh.gov/cityofcincinnati/",true,true,true
chicoca.gov,"City of Chico, CA",200,"https://chico.ca.us/",true,false,true
cityofchesapeake.net,"City of Chesapeake, VA",200,"https://www.cityofchesapeake.net/",true,false,true
chattanooga.gov,"City of Chattanooga, TN",200,"https://chattanooga.gov/",true,true,true
charlestonwv.gov,"City of Charleston, WV",200,"https://charlestonwv.gov/",true,true,false
charlottenc.gov,"City of Charlotte, NC",200,"https://www.charlottenc.gov/Home",true,true,true
charleston-sc.gov,"City of Charleston, SC",200,"https://charleston-sc.gov/",true,true,false
chandlerazpd.gov,"City of Chandler, AZ",200,"https://chandlerazpd.gov/",true,true,true
chandleraz.gov,"City of Chandler, AZ",200,"https://www.chandleraz.gov/",true,true,true
cityofcarrollton.com,"City of Carrollton, TX",200,"https://www.cityofcarrollton.com/",true,false,true
carmelindiana.gov,"City of Carmel, IN",400,"http://www.carmelindiana.gov/",false,true,false
carlsbadca.gov,"City of Carlsbad, CA",200,"https://www.carlsbadca.gov/",true,true,true
capecoral.gov,"City of Cape Coral, FL",200,"https://www.capecoral.gov/",true,true,true
capecoral.gov,"City of Cape Coral, FL",200,"https://www.capecoral.gov/",true,true,true
cambridgema.gov,"City of Cambridge, MA",200,"https://www.cambridgema.gov/",true,true,true
burbankca.gov,"City of Burbank, CA",403,"https://www.burbankca.gov/",true,true,false
buffalony.gov,"City of Buffalo, NY",200,"http://www.buffalony.gov/",false,true,false
bunkerhilltx.gov,"City of Houston, TX",200,"https://bunkerhilltx.gov/",true,true,true
buckeyeaz.gov,"City of Buckeye, AZ",200,"https://www.buckeyeaz.gov/",true,true,true
brownsvilletx.gov,"City of Brownsville, TX",200,"https://www.brownsvilletx.gov/",true,true,true
brokenarrowok.gov,"City of Broken Arrow, OK",200,"https://www.brokenarrowok.gov/",true,true,true
brockton.ma.us,"City of Brockton, MA",200,"https://brockton.ma.us/",true,false,true
brla.gov,"City of Baton Rouge, LA",200,"https://www.brla.gov/",true,true,true
bridgeportct.gov,"City of Bridgeport, CT",200,"https://www.bridgeportct.gov/",true,true,true
bouldercolorado.gov,"City of Boulder, CO",200,"https://bouldercolorado.gov/",true,true,true
boston.gov,"City of Boston, MA",200,"https://www.boston.gov/",true,true,true
cityofboise.org,"City of Boise, ID",500,"https://www.cityofboise.org/",true,false,false
birminghamal.gov,"City of Birmingham, AL",200,"https://www.birminghamal.gov/",true,true,true
bismarcknd.gov,"City of Bismarck, ND",200,"https://bismarcknd.gov/",true,true,false
billingsmtpublicworks.gov,"City of Billings, MT",200,"https://billingsmtpublicworks.gov/",true,true,false
berkeleyca.gov,"City of Berkeley, CA",200,"https://berkeleyca.gov/",true,true,true
billingsmt.gov,"City of Billings, MT",200,"https://billingsmt.gov/",true,true,false
bendoregon.gov,"City of Bend, OR",200,"https://www.bendoregon.gov/",true,true,true
bellevuewa.gov,"City of Bellevue, WA",200,"https://bellevuewa.gov/",true,true,true
beaumonttexas.gov,"City of Beaumont, TX",200,"https://www.beaumonttexas.gov/",true,true,true
bakersfieldcity.us,"City of Bakersfield, CA",200,"https://www.bakersfieldcity.us/",true,false,true
austintexas.gov,"City of Austin, TX",200,"https://www.austintexas.gov/",true,true,true
augustamaine.gov,"City of Augusta, ME",200,"https://www.augustamaine.gov/",true,true,true
augustaga.gov,"City of Augusta, GA",200,"https://www.augustaga.gov//",true,true,true
atlantaga.gov,"City of Atlanta, GA",200,"https://www.atlantaga.gov/",true,true,true
arvadaco.gov,"City of Arvada, CO",200,"https://www.arvadaco.gov/",true,true,true
arlingtontx.gov,"City of Arlington, TX",200,"https://www.arlingtontx.gov/Home",true,true,true
annapolis.gov,"City of Annapolis, MD",200,"https://annapolis.gov/",true,true,false
anaheim.net,"City of Anaheim, CA",200,"https://anaheim.net/",true,false,false
antiochca.gov,"City of Antioch, CA",200,"https://www.antiochca.gov/",true,true,true
amarillo.gov,"City of Amarillo, TX",200,"https://www.amarillo.gov/",true,true,true
allentx.gov,"City of Allen, TX",200,"https://allentx.gov/",true,true,false
alexandriava.gov,"City of Alexandria, VA",200,"https://alexandriava.gov/",true,true,false
cabq.gov,"City of Albuquerque, NM",200,"https://www.cabq.gov/",true,true,true
allentownpa.gov,"City of Allentown, PA",200,"https://www.allentownpa.gov/en-us/",true,true,true
akronohio.gov,"City of Akron, OH",200,"https://akronohio.gov/",true,true,false
albanyny.gov,"City of Albany, NY",200,"https://albanyny.gov/",true,true,false
apps.nationalmap.gov,"United States Geological Survey",200,"https://apps.nationalmap.gov/",true,true,false
ipdaac.usgs.gov,"United States Geological Survey",500,"http://www.ipdaac.usgs.gov/",false,true,false
abilenetx.gov,"City of Abilene, TX",200,"https://abilenetx.gov/",true,true,false
volcanoes.usgs.gov,"United States Geological Survey",200,"https://www.usgs.gov/natural-hazards/volcano-hazards/",true,true,false
water.usgs.gov,"United States Geological Survey",200,"https://www.usgs.gov/mission-areas/water-resources",true,true,false
ers.cr.usgs.gov,"United States Geological Survey",200,"https://ers.cr.usgs.gov/login?redirectUrl=https://ers.cr.usgs.gov/",true,true,false
ngmdb.usgs.gov,"United States Geological Survey",200,"https://ngmdb.usgs.gov/",true,true,false
