domain,agency,status,redirect,https,dot_gov,www
charmm.org,"Department of Health and Human Services",200,"https://academiccharmm.org/",true,false,true
ccwdata.org,"Department of Health and Human Services",200,"https://www2.ccwdata.org/web/guest/home/",true,false,true
cahpsusernetwork.net,"Department of Health and Human Services",403,"https://www.cahpsusernetwork.net/",true,false,false
brainattackcoalition.org,"Department of Health and Human Services",403,"http://www.brainattackcoalition.org/",false,false,false
ahrqstg.org,"Department of Health and Human Services",500,"http://www.ahrqstg.org/",false,false,false
ahrqdev.org,"Department of Health and Human Services",500,"http://www.ahrqdev.org/",false,false,false
ahrqadmin.org,"Department of Health and Human Services",500,"http://www.ahrqadmin.org/",false,false,false
americanmadechallenges.org,"Department of Energy",200,"https://americanmadechallenges.org/",true,false,false
actagainstaids.org,"Department of Health and Human Services",500,"https://www.actagainstaids.org/",true,false,false
dcsafesurrender.org,"Court Services and Offender Supervision Agency",200,"https://www.csosa.gov/",true,true,true
dcsafesurrender.net,"Court Services and Offender Supervision Agency",200,"https://www.csosa.gov/",true,true,true
dcsafesurrender.com,"Court Services and Offender Supervision Agency",200,"https://www.csosa.gov/",true,true,true
cultureready.org,"Department of Defense",500,"http://www.cultureready.org/",false,false,false
csosadev.net,"Court Services and Offender Supervision Agency",500,"http://www.csosadev.net/",false,false,false
csosa.net,"Court Services and Offender Supervision Agency",500,"https://www.csosa.net/",true,false,false
csosa.org,"Court Services and Offender Supervision Agency",200,"https://www.csosa.gov/",true,true,true
cdcpartners.org,"Department of Health and Human Services",500,"http://www.cdcpartners.org/",false,false,false
csosa.mobi,"Court Services and Offender Supervision Agency",200,"https://www.csosa.gov/",true,true,false
csosa.com,"Court Services and Offender Supervision Agency",500,"https://www.csosa.com/",true,false,false
csosa.me,"Court Services and Offender Supervision Agency",200,"https://www.csosa.gov/",true,true,false
csosa.info,"Court Services and Offender Supervision Agency",200,"https://www.csosa.gov/",true,true,false
csosa.biz,"Court Services and Offender Supervision Agency",200,"https://www.csosa.gov/",true,true,true
abmceducation.org,"American Battle Memorial Commission",404,"http://www.abmceducation.org/",false,false,false
yesprograms.org,"Department of State",200,"https://yesprograms.org/",true,false,false
yes-abroad.org,"Department of State",200,"https://yes-abroad.org/",true,false,false
ycq2.org,"Department of Defense",200,"https://ycq2.org/",true,false,false
wibeaches.us,"Department of the Interior",200,"https://dnr.wisconsin.gov/topic/Beaches",true,true,true
westpoint.edu,"Department of the Army",500,"https://www.westpoint.edu/",true,true,false
westernmarylandcfc.org,"Combined Federal Campaign",500,"http://www.westernmarylandcfc.org/",false,false,false
westernmacfc.org,"Combined Federal Campaign",500,"http://www.westernmacfc.org/",false,false,false
war-on-pineapple.com,"Department of Homeland Security",500,"http://www.war-on-pineapple.com/",false,false,false
csosa.co,"Court Services and Offender Supervision Agency",200,"https://www.csosa.gov/",true,true,false
voatour.com,"U.S. Agency for Global Media",200,"https://www.insidevoa.com/",true,false,true
voanews.com,"U.S. Agency for Global Media",200,"https://www.voanews.com/",true,false,true
vetmedinfo.org,"Health and Human Services (HHS)",500,"http://www.vetmedinfo.org/",false,false,false
veteranshealthlibrary.org,"",500,"http://www.veteranshealthlibrary.org/",false,false,false
veteranscrisisline.net,"Department of Veterans Affairs (VA)",200,"https://www.veteranscrisisline.net/",true,false,true
waterqualitydata.us,"Department of Interior",200,"https://www.waterqualitydata.us/",true,false,false
vasc.org/erc,"National Aeronautics and Space Administration",404,"http://vasc.org/erc",false,false,false
usu.edu/beetle,"U.S. Forest Service (USFS)",403,"https://www.usu.edu/beetle/",true,true,false
ustraveldocs.com,"Department of State (DOS)",200,"https://ustraveldocs.com/",true,false,false
usps.com,"U.S. Postal Service",200,"https://www.usps.com/",true,false,true
usna.edu,"United States Naval Academy",200,"https://usna.edu/homepage.php",true,true,false
usmma.edu,"United States Merchant Marine Academy",200,"https://www.usmma.edu/",true,true,false
usuhs.edu,"Uniformed Services University of the Health Services",200,"https://www.usuhs.edu/",true,true,true
usmcu.edu,"Marine Corps University",200,"https://www.usmcu.edu/",true,true,false
usma.edu,"Department of the Army",500,"https://www.usma.edu/",true,true,false
usembassy-china.org.cn,"Department of State (DOS)",500,"http://www.usembassy-china.org.cn/",false,false,false
usmc-mccs.org,"U.S. Marine Corps",200,"https://www.usmc-mccs.org/",true,false,true
usda.mannlib.cornell.edu,"Department of Agriculture (USDA)",200,"https://usda.library.cornell.edu/",true,true,false
uscgnews.com,"U.S. Coast Guard",200,"https://www.uscgnews.com/",true,false,true
uscgboating.org,"U.S. Coast Guard",200,"https://uscgboating.org/",true,false,false
usdirectexpress.com,"Bureau of Fiscal Service",200,"https://www.usdirectexpress.com/",true,false,false
uscgaux.info,"U.S. Coast Guard Auxiliary",200,"https://uscgaux.info/",true,false,false
uscga.edu,"U.S. Coast Guard",200,"https://uscga.edu/",true,true,true
usarmymars.org,"US Army Network Enterprise Technology Command",200,"https://usarmymars.org/",true,false,false
uscgalaska.com,"U.S. Coast Guard",500,"http://www.uscgalaska.com/",false,false,false
usarmyjrotc.com,"Department of the Army",500,"https://www.usarmyjrotc.com/",true,false,false
usafa.edu,"Department of the Air Force",200,"https://www.usafa.edu/",true,true,false
us-mission.ch,"Department of State (DOS)",200,"https://geneva.usmission.gov/",true,true,false
tvars.com,"Tennessee Valley Authority",200,"https://tvars.com/",true,false,true
tvaed.com,"Tennessee Valley Authority",403,"https://www.tva.com/Economic-Development",true,false,false
tva.com,"Tennessee Valley Authority",403,"https://www.tva.com/",true,false,false
trumanlibrary.org,"National Archives and Records Administration (NARA)",200,"https://trumanlibrary.org/",true,false,false
trainex.org,"Environmental Protection Agency (EPA)",200,"https://trainex.org/",true,false,false
todaysmilitary.com,"Department of Defense",200,"https://www.todaysmilitary.com/",true,false,true
todaysdocument.tumblr.com,"National Archives and Records Administration (NARA)",500,"https://www.todaysdocument.tumblr.com/",true,false,false
tnregionalcfc.org,"Combined Federal Campaign",500,"http://www.tnregionalcfc.org/",false,false,false
theshoalscfc.org,"Combined Federal Campaign",500,"http://www.theshoalscfc.org/",false,false,false
t2health.org,"Department of Defense",500,"http://www.t2health.org/",false,false,false
suncoastcfc.org,"Combined Federal Campaign",500,"http://www.suncoastcfc.org/",false,false,false
thecommunityguide.org,"Department of Health and Human Services",200,"https://thecommunityguide.org/",true,false,false
suicidepreventionlifeline.org,"Substance Abuse and Mental Health Services Administration",200,"https://988lifeline.org/",true,false,false
stripes.com,"Department of Defense",200,"https://www.stripes.com/",true,false,true
spaceappschallenge.org,"National Aeronautics and Space Administration (NASA)",200,"https://www.spaceappschallenge.org/",true,false,true
southwestfloridacfc.org,"Combined Federal Campaign",500,"http://www.southwestfloridacfc.org/",false,false,false
socalcfc.org,"Combined Federal Campaign",500,"http://www.socalcfc.org/",false,false,false
smokymountaincfc.org,"Combined Federal Campaign",500,"http://www.smokymountaincfc.org/",false,false,false
smokeybear.com,"U.S. Forest Service (USFS)",200,"https://smokeybear.com/",true,false,false
smithsonianstore.com,"Smithsonian Institution",200,"https://www.smithsonianstore.com/",true,false,true
smithsonianscience.org,"Smithsonian Institution",500,"http://www.smithsonianscience.org/",false,false,false
smithsonianmag.com,"Smithsonian Institution",403,"https://www.smithsonianmag.com/",true,false,false
smithsonianjourneys.org,"Smithsonian Institution",403,"https://www.smithsonianjourneys.org/",true,false,false
smithsonianchannel.com,"Smithsonian Institution",200,"https://www.smithsonianchannel.com/",true,false,true
smithsonianeducation.org,"Smithsonian Institution",200,"https://smithsonianeducation.org/",true,false,false
smithsonian.org,"Smithsonian Institution",200,"https://www.si.edu/",true,true,false
smithsonian.com,"Smithsonian Institution",200,"https://smithsonian.com/",true,false,false
si.edu,"Smithsonian Institution",200,"https://www.si.edu/",true,true,true
sftool.ecomedes.com,"General Services Administration (GSA)",403,"http://www.sftool.ecomedes.com/",false,false,false
sepa-lehighcfc.org,"Combined Federal Campaign",500,"http://www.sepa-lehighcfc.org/",false,false,false
senccfc.org,"Combined Federal Campaign",500,"http://www.senccfc.org/",false,false,false
sanangelocfc.org,"Combined Federal Campaign",500,"http://www.sanangelocfc.org/",false,false,false
rockymountaincfc.org,"Combined Federal Campaign",500,"http://www.rockymountaincfc.org/",false,false,false
scportal.us,"Department of Defense",200,"http://ww38.scportal.us/",false,false,true
richmondfed.org,"Federal Reserve Board",200,"https://www.richmondfed.org/",true,false,true
riandsemacfc.org,"Combined Federal Campaign",500,"http://www.riandsemacfc.org/",false,false,false
rferl.org,"U.S. Agency for Global Media",200,"https://www.rferl.org/",true,false,true
rewardsforjustice.net,"Department of State (DOS)",200,"https://rewardsforjustice.net/",true,false,true
rfa.org,"U.S. Agency for Global Media",200,"https://www.rfa.org/english/",true,false,true
realwarriors.net,"Department of Defense",500,"https://www.health.mil/realwarriors",true,true,false
radiosawa.com,"U.S. Agency for Global Media",200,"https://www.alhurra.com/",true,false,true
r3coastal.com,"Federal Emergency Management Agency (FEMA)",500,"http://www.r3coastal.com/",false,false,false
psoppc.org,"Department of Health and Human Services (HHS)",200,"https://psoppc.org/",true,false,false
psoppc.net,"Department of Health and Human Services (HHS)",500,"http://www.psoppc.net/",false,false,false
psoppc.com,"Department of Health and Human Services (HHS)",500,"http://www.psoppc.com/",false,false,false
psctool.us,"Department of Defense",200,"https://psctool.us/",true,false,false
project-open-data.github.io,"General Services Administration (GSA)",200,"https://resources.data.gov/",true,true,false
potomaccfc.org,"Combined Federal Campaign",500,"http://www.potomaccfc.org/",false,false,false
phpartners.org,"Employment and Training Administration",500,"http://www.phpartners.org/",false,false,false
reirs.com,"Nuclear Regulatory Commission",200,"https://reirs.com/",true,false,false
pepfar.net,"Department of State (DOS)",500,"http://www.pepfar.net/",false,false,false
peakcfc.com,"Combined Federal Campaign",500,"http://www.peakcfc.com/",false,false,false
philadelphiafed.org,"Federal Reserve Board",200,"https://www.philadelphiafed.org/",true,false,true
pbgc.org,"Pension Benefit Guarantee Corporation (PBGC)",200,"https://www.pbgc.gov/",true,true,true
pantex.com,"Department of Energy (DOE)",200,"https://pantex.energy.gov/",true,true,false
pacificnwcfc.org,"Combined Federal Campaign",500,"http://www.pacificnwcfc.org/",false,false,false
ownyourlimits.org,"Department of Defense",200,"https://ownyourlimits.org/",true,false,true
pancanal.com,"Autoridad del Canal de Panama/Panama Canal Authority",200,"https://pancanal.com/",true,false,false
oup.org,"Department of Housing and Urban Development",200,"https://oup.org/",true,false,false
orvcfc.org,"Combined Federal Campaign",500,"http://www.orvcfc.org/",false,false,false
onslowcountycfc.org,"Combined Federal Campaign",500,"http://www.onslowcountycfc.org/",false,false,false
onetonline.org,"Employment and Training Administration",200,"https://www.onetonline.org/",true,false,true
okaloosa-waltoncfc.org,"Combined Federal Campaign",500,"http://www.okaloosa-waltoncfc.org/",false,false,false
nyccfc.org,"Combined Federal Campaign",500,"http://www.nyccfc.org/",false,false,false
onecpd.info,"Department of Housing and Urban Development",404,"https://www.hudexchange.info/",true,false,false
nutmegcfc.org,"Combined Federal Campaign",500,"http://www.nutmegcfc.org/",false,false,false
nps.edu,"Naval Postgraduate School",200,"https://nps.edu/",true,true,true
nsopw.org,"Department of Justice (DOJ)",200,"https://www.nsopw.gov/",true,true,true
opengovplatform.org,"General Services Administration (GSA)",200,"https://www.opengovplatform.org/",true,false,true
northwestfloridacfc.org,"Combined Federal Campaign",200,"http://www.northwestfloridacfc.org/",false,false,false
northernnewenglandcfc.org,"Combined Federal Campaign",500,"http://www.northernnewenglandcfc.org/",false,false,false
northernlightscfc.org,"Combined Federal Campaign",200,"https://www.northernlightscfc.org/",true,false,true
northcoastcfc.org,"Combined Federal Campaign",500,"http://www.northcoastcfc.org/",false,false,false
norcalcfc.org,"Combined Federal Campaign",500,"http://www.norcalcfc.org/",false,false,false
noradsanta.org,"North American Aerospace Defense Command (NORAD)",200,"https://www.noradsanta.org/en",true,false,true
newyorkfed.org,"Federal Reserve Board",200,"https://www.newyorkfed.org/",true,false,true
newmexicocfc.org,"Combined Federal Campaign",500,"http://www.newmexicocfc.org/",false,false,false
newhire-reporting.com,"Administration for Children and Families",200,"https://newhire-reporting.com/nhlanding.htm",true,false,false
nevadacfc.org,"Combined Federal Campaign",500,"http://www.nevadacfc.org/",false,false,false
nepacfc.org,"Combined Federal Campaign",500,"http://www.nepacfc.org/",false,false,false
nefl-sega-cfc.org,"Combined Federal Campaign",200,"https://nefl-sega-cfc.org/",true,false,false
necfuture.com,"Federal Railroad Administration",200,"https://formspal.com/necfuture/",true,false,true
ndu.edu,"National Defense University (NDU)",200,"https://www.ndu.edu/",true,true,false
neabigread.org,"National Endowment for the Arts (NEA)",200,"https://neabigread.org/",true,false,false
ncwvcfc.org,"Combined Federal Campaign",500,"http://www.ncwvcfc.org/",false,false,false
navy.com,"Department of the Navy",200,"https://www.navy.com/",true,false,true
navyreserve.com,"Department of the Navy",200,"https://www.navy.com/joining/ways-to-join/reserve",true,false,true
nationalguard.com,"U.S. National Guard",200,"https://nationalguard.com/",true,false,true
nationalatlas.org,"Department of Interior (DOI)",500,"http://www.nationalatlas.org/",false,false,false
nasa-usa.de,"National Aeronautical and Space Administration (NASA)",200,"https://www.nasa.gov/",true,true,false
nagb.org,"National Assessment Governing Board",200,"https://www.nagb.gov/",true,true,true
myskillsmyfuture.org,"Employment and Training Administration",200,"https://www.myskillsmyfuture.org/",true,false,true
mymcx.com,"U.S. Marine Corps",200,"https://www.mymcx.com/",true,false,true
myfuture.com,"Department of Defense (DOD)",200,"https://myfuture.com/",true,false,true
nationalatlas.com,"Department of Interior (DOI)",500,"http://www.nationalatlas.com/",false,false,false
moneyfactory.com,"Bureau of Engraving and Printing",200,"https://www.moneyfactory.com/",true,false,true
moon-cal.org,"U.S. Geological Survey (USGS)",200,"http://www.moon-cal.org/",false,false,false
myedaccount.com,"Department of Education (ED)",200,"http://myedaccount.com/?pid=9PO6TR8CA",false,false,true
midlandsareacfc.org,"Combined Federal Campaign",500,"http://www.midlandsareacfc.org/",false,false,false
michcfc.org,"Combined Federal Campaign",500,"http://www.michcfc.org/",false,false,false
micanaldepanama.com,"Autoridad del Canal de Panama/Panama Canal Authority",200,"https://pancanal.com/",true,false,true
miamivalleycfc.org,"Combined Federal Campaign",200,"http://www.miamivalleycfc.org/",false,false,false
metrodenvercfc.org,"Combined Federal Campaign",500,"http://www.metrodenvercfc.org/",false,false,false
mdacareers.com,"Missile Defense Agency",500,"http://www.mdacareers.com/",false,false,false
mcmregistration.com,"U.S. Marine Corps (USMC)",200,"https://mcmregistration.com/",true,false,false
martinoticias.com,"U.S. Agency for Global Media",200,"https://www.martinoticias.com/",true,false,true
minneapolisfed.org,"Federal Reserve Board",200,"https://www.minneapolisfed.org/",true,false,false
marshallcenter.org,"George C. Marshall European Center for Security Studies",500,"http://www.marshallcenter.org/",false,false,false
marines.com,"U.S. Marine Corps (USMC)",200,"https://www.marines.com/",true,false,true
marinemarathon.com,"U.S. Marine Corps (USMC)",200,"https://www.marinemarathon.com/",true,false,true
marineforlife.org,"U.S. Marine Corps (USMC)",200,"https://www.usmc-mccs.org/marine-family-support/transition-readiness/marine-for-life-network",true,false,true
maricopacfc.org,"Combined Federal Campaign",200,"https://www.maricopacfc.org/",true,false,true
manufacturingusa.com,"National Institute of Standards and Technology",200,"https://www.manufacturingusa.com/",true,false,true
livingmemorialsproject.net,"U.S. Forest Service (USFS)",200,"https://www.livingmemorialsproject.net/",true,false,true
literacydirectory.org,"Department of Education (ED)",200,"https://www.nld.org/",true,false,false
lifeasamarine.com,"U.S. Marine Corps (USMC)",500,"http://www.lifeasamarine.com/",false,false,false
leopold.wilderness.net,"U.S. Forest Service (USFS)",200,"https://leopold.wilderness.net/",true,false,false
makersinspaces.org,"Department of State",500,"http://www.makersinspaces.org/",false,false,false
ktcfc.org,"Combined Federal Campaign",500,"http://www.ktcfc.org/",false,false,false
lbjlibrary.org,"National Archives and Records Administration (NARA)",200,"https://lbjlibrary.org/",true,false,false
knowyouroptions.com,"Federal National Mortgage Association",404,"https://www.knowyouroptions.com/",true,false,false
kansascfc.org,"Combined Federal Campaign",500,"http://www.kansascfc.org/",false,false,false
johnsoncity-mountainhomecfc.org,"Combined Federal Campaign",500,"http://www.johnsoncity-mountainhomecfc.org/",false,false,false
jlab.org,"Department of Energy (DOE)",200,"https://www.jlab.org/",true,false,true
kcp.com,"Department of Energy (DOE)",200,"https://kcnsc.doe.gov/",true,true,false
jamrs.org,"Department of Defense (DOD)",200,"https://jamrs.defense.gov/",true,true,false
jfklibrary.org,"National Archives and Records Administration (NARA)",200,"https://www.jfklibrary.org/",true,false,true
inwcfc.org,"Combined Federal Campaign",500,"http://www.inwcfc.org/",false,false,false
insidevoa.com,"U.S. Agency for Global Media",200,"https://www.insidevoa.com/",true,false,true
intermountaincfc.org,"Combined Federal Campaign",200,"https://intermountaincfc.org/",true,false,true
informationrx.org,"Health and Human Services (HHS)",500,"http://www.informationrx.org/",false,false,false
illowacfc.org,"Combined Federal Campaign",500,"http://www.illowacfc.org/",false,false,false
iipdigital.ait.org.tw,"Department of State (DOS)",500,"http://www.iipdigital.ait.org.tw/",false,false,false
huduser.org,"Department of Housing and Urban Development (HUD)",200,"https://www.huduser.gov/portal/home.html",true,true,true
hudnsphelp.info,"Department of Housing and Urban Development (HUD)",200,"https://hudnsphelp.info/",true,false,false
igs.org,"National Aeronautics and Space Administration (NASA)",200,"https://igs.org/",true,false,true
hudhre.info,"Department of Housing and Urban Development (HUD)",200,"https://artcityclaws.com/",true,false,true
hudexchange.info,"Department of Housing and Urban Development (HUD)",404,"https://www.hudexchange.info/",true,false,false
hudhomestore.com,"Department of Housing and Urban Development (HUD)",200,"https://www.hudhomestore.gov/",true,true,true
hubblesite.org,"National Aeronautics and Space Administration (NASA)",500,"https://www.hubblesite.org/",true,false,false
homelandsecurity.conferenceon.tv,"Department of Homeland Security (DHS)",500,"http://www.homelandsecurity.conferenceon.tv/",false,false,false
heartofthemidlandscfc.org,"Combined Federal Campaign",500,"http://www.heartofthemidlandscfc.org/",false,false,false
hsdl.org,"Department of Homeland Security (DHS)",403,"https://www.hsdl.org/c/",true,false,false
heartofalabamacfc.org,"Combined Federal Campaign",500,"http://www.heartofalabamacfc.org/",false,false,false
greencountrycfc.org,"Combined Federal Campaign",500,"http://www.greencountrycfc.org/",false,false,false
greaterwicfc.org,"Combined Federal Campaign",500,"http://www.greaterwicfc.org/",false,false,false
heartlandcfc.org,"Combined Federal Campaign",200,"https://heartlandcfc.org/",true,false,false
greatermscfc.org,"Combined Federal Campaign",500,"http://www.greatermscfc.org/",false,false,false
greaterhartfordcfc.org,"Combined Federal Campaign",500,"http://www.greaterhartfordcfc.org/",false,false,false
gopcfc.org,"Combined Federal Campaign",500,"http://www.gopcfc.org/",false,false,false
godirect.org,"Federal Reserve Board",200,"https://godirect.gov/gpw/",true,true,true
gocoastguard.com,"U.S. Coast Guard",200,"https://gocoastguard.com/",true,false,false
gocivilairpatrol.com,"U.S. Air Force Auxiliary",200,"https://www.gocivilairpatrol.com/",true,false,true
goarmy.com,"Department of the Army",200,"https://www.goarmy.com/",true,false,true
goang.com,"Department of the Air Force",200,"https://www.airforce.com/ways-to-serve/air-national-guard",true,false,true
getsmartaboutdrugs.com,"Drug Enforcement Agency (DEA)",200,"https://www.getsmartaboutdrugs.gov/",true,true,true
georgewbushlibrary.smu.edu,"National Archives and Records Administration (NARA)",200,"https://www.georgewbushlibrary.gov/",true,true,true
genomereference.org,"Department of Health and Human Services (HHS)",200,"https://www.ncbi.nlm.nih.gov/grc",true,true,true
ftcampbellareacfc.org,"Combined Federal Campaign",500,"http://www.ftcampbellareacfc.org/",false,false,false
fsafeds.com,"Office of Personnel Management (OPM)",403,"https://www.fsafeds.gov/",true,true,false
gatewaycfc.org,"Combined Federal Campaign",200,"https://nexuscommunity.org/",true,false,true
freefilefillableforms.com,"Internal Revenue Service",200,"https://freefilefillableforms.com/home/default.php",true,false,false
freddiemac.com,"Federal Home Loan Mortgage Corporation",200,"https://www.freddiemac.com/",true,false,true
glnpo.net,"Environmental Protection Agency (EPA)",500,"http://www.glnpo.net/",false,false,false
frbsf.org,"Federal Reserve Board",200,"https://www.frbsf.org/",true,false,true
forestryimages.org,"U.S. Forest Service (USFS)",200,"https://www.forestryimages.org/",true,false,true
fmjfee.com,"U.S. Citizenship and Immigration Service (USCIS)",200,"https://www.fmjfee.com/i901fee/index.html",true,false,true
firelab.org,"U.S. Forest Service (USFS)",200,"https://research.fs.usda.gov/firelab",true,true,true
findtbresources.org,"Centers for Disease Control and Prevention (CDC)",500,"http://www.findtbresources.org/",false,false,false
fhlbtopeka.com,"Interagency Collaboration",200,"https://www.fhlbtopeka.com/",true,false,true
fhlbsf.com,"Interagency Collaboration",200,"https://www.fhlbsf.com/",true,false,true
fhlbsea.com,"Interagency Collaboration",200,"https://fhlbsea.com/",true,false,false
fhlbny.com,"Interagency Collaboration",200,"https://www.fhlbny.com/",true,false,true
frbatlanta.org,"Federal Reserve Board",500,"https://www.atlantafed.org/",true,false,false
fhlbdm.com,"Interagency Collaboration",403,"https://www.fhlbdm.com/",true,false,false
fhlbi.com,"Interagency Collaboration",200,"https://www.fhlbi.com/",true,false,false
fhlbcin.com,"Interagency Collaboration",200,"https://www.fhlbcin.com/my.logout.php3?errorcode=19",true,false,true
fhlbc.com,"Interagency Collaboration",200,"https://www.fhlbc.com/",true,false,true
fhlbboston.com,"Interagency Collaboration",200,"https://www.fhlbboston.com/fhlbank-boston",true,false,false
fhlbatl.com,"Interagency Collaboration",200,"https://corp.fhlbatl.com/",true,false,false
fhlbanks.com,"Interagency Collaboration",200,"https://fhlbanks.com/",true,false,true
fhlb.com,"Interagency Collaboration",200,"https://www.fhlb.com/",true,false,true
fhlb-pgh.com,"Interagency Collaboration",200,"https://www.fhlb-pgh.com/",true,false,true
fhlb-of.com,"Interagency Collaboration",200,"https://fhlb-of.com/ofweb_userWeb/pageBuilder/home",true,false,false
federalreserveeducation.org,"Federal Reserve Board",200,"https://www.federalreserveeducation.org/",true,false,false
federallabs.org,"Interagency Collaboration",200,"https://federallabs.org/",true,false,true
fdrlibrary.marist.edu,"National Archives and Records Administration (NARA)",200,"https://www.fdrlibrary.org/",true,false,false
federalrelay.us,"General Services Administration",200,"https://www.tmobileaccess.com/services/captions-for-federal-government",true,false,false
fd.org,"U.S. Courts",200,"https://www.fd.org/",true,false,false
fbiacademy.edu,"Federal Bureau of Investigation (FBI)",500,"http://www.fbiacademy.edu/",false,true,false
farmermac.com,"Federal Agricultural Mortgage Corporation",200,"https://www.farmermac.com/",true,false,true
fcc.us,"Federal Communications Commission (FCC)",500,"http://www.fcc.us/",false,false,false
fanniemae.com,"Federal National Mortgage Association",200,"https://www.fanniemae.com/",true,false,true
farmcreditbank.com,"Farm Credit Administration",200,"https://www.farmcreditbank.com/",true,false,true
escarosacfc.org,"Combined Federal Campaign",500,"http://www.escarosacfc.org/",false,false,false
fairhousingfirst.org,"Department of Housing and Urban Development (HUD)",200,"https://www.hud.gov/program_offices/fair_housing_equal_opp/accessibility_first_home",true,true,false
ertvideo.org,"Environmental Protection Agency (EPA)",500,"http://www.ertvideo.org/",false,false,false
epcfc.org,"Combined Federal Campaign",500,"http://www.epcfc.org/",false,false,false
epaosc.org,"Environmental Protection Agency (EPA)",200,"https://response.epa.gov/",true,true,true
ertsupport.org,"Environmental Protection Agency (EPA)",500,"http://www.ertsupport.org/",false,false,false
epancic.org,"Environmental Protection Agency (EPA)",500,"http://www.epancic.org/",false,false,false
epa.maps.arcgis.com,"Environmental Protection Agency (EPA)",200,"https://epa.maps.arcgis.com/home/index.html",true,false,false
enviroflash.info,"Environmental Protection Agency (EPA)",200,"https://www.enviroflash.info/",true,false,true
elcivicsonline.org,"Department of Education (ED)",200,"https://elcivicsonline.org/",true,false,true
efts.scportal.us,"Department of Defense",200,"http://ww38.efts.scportal.us/",false,false,true
easternmasscfc.org,"Combined Federal Campaign",500,"http://www.easternmasscfc.org/",false,false,false
earthsystemmodeling.org,"National Aeronautics and Space Administration (NASA)",200,"https://earthsystemmodeling.org/",true,false,true
earthkam.ucsd.edu,"National Aeronautics and Space Administration (NASA)",500,"http://www.earthkam.ucsd.edu/",false,true,false
e2.gov.cwtsatotravel.com,"General Services Administration (GSA)",200,"https://e2.gov.cwtsatotravel.com/",true,false,false
dvidshub.net,"Department of Defense (DOD)",200,"https://www.dvidshub.net/index",true,false,true
dodstarbase.org,"Department of Defense (DOD)",200,"https://dodstarbase.org/",true,false,true
dvbic.org,"Department of Defense (DOD)",200,"https://dvbic.org/",true,false,false
dodsbir.net,"Department of Defense (DOD)",200,"http://ww16.dodsbir.net/?sub1=20250317-0352-4452-b160-75d6ebcf6046",false,false,true
dodea.edu,"Department of Defense (DOD)",200,"https://www.dodea.edu/",true,true,true
docsteach.org,"National Archives and Records Administration (NARA)",403,"https://www.docsteach.org/",true,false,false
dodccrp.org,"Department of Defense (DOD)",200,"http://www.dodccrp.org/",false,false,false
dfwmetroplexcfc.org,"Combined Federal Campaign",500,"http://www.dfwmetroplexcfc.org/",false,false,false
defensetv.tv,"Department of Defense (DOD)",500,"http://www.defensetv.tv/",false,false,false
deamuseum.org,"Drug Enforcement Agency (DEA)",200,"https://museum.dea.gov/",true,true,true
digitalvaults.org,"National Archives and Records Administration (NARA)",200,"https://digitalvaults.org/",true,false,true
dallasfed.org,"Federal Reserve Board",200,"https://www.dallasfed.org/",true,false,true
dhs-summit.us,"Department of Homeland Security (DHS)",500,"http://www.dhs-summit.us/",false,false,false
d11nuscgaux.info,"U.S. Coast Guard Auxiliary",200,"http://wow.uscgaux.info/content.php?unit=113",false,false,true
d13cgaux.com,"U.S. Coast Guard Auxiliary",500,"http://www.d13cgaux.com/",false,false,false
cvand29palmscfc.org,"Combined Federal Campaign",500,"http://www.cvand29palmscfc.org/",false,false,false
ctandwmacfc.org,"Combined Federal Campaign",500,"http://www.ctandwmacfc.org/",false,false,false
cowvcfc.org,"Combined Federal Campaign",500,"http://www.cowvcfc.org/",false,false,false
cooperhewitt.org,"Smithsonian Institution",200,"https://www.cooperhewitt.org/",true,false,true
cooperativepatentclassification.org,"U.S. Patent and Trademark Office (USPTO)",200,"https://www.cooperativepatentclassification.org/home",true,false,true
commissaries.com,"Defense Commissary Agency (DeCA)",500,"https://www.commissaries.com/",true,false,false
columbusbenningcfc.org,"Combined Federal Campaign",500,"http://www.columbusbenningcfc.org/",false,false,false
cobank.com,"Farm Credit Administration",200,"https://cobank.com/",true,false,false
cybercemetery.unt.edu,"Quasigovernmental",200,"https://digital.library.unt.edu/explore/collections/GDCC/",true,true,false
coastalcarolinacfc.org,"Combined Federal Campaign",500,"http://www.coastalcarolinacfc.org/",false,false,false
coastalbendareacfc.org,"Combined Federal Campaign",500,"http://www.coastalbendareacfc.org/",false,false,false
clu-in.org,"Environmental Protection Agency (EPA)",200,"https://clu-in.org/",true,false,false
clevelandfed.org,"Federal Reserve Board",200,"https://www.clevelandfed.org/",true,false,true
cldcentral.usalearning.net,"Office of Personnel Management (OPM)",200,"https://cldcentral.usalearning.gov/",true,true,false
cipm.info,"National Science Foundation (NSF)",200,"https://cipm.ncsu.edu/",true,true,false
cidi.org,"U.S. Agency for International Development (USAID)",200,"https://cidi.usaid.gov/bhacidi",true,true,true
chicagofed.org,"Federal Reserve Board",200,"https://www.chicagofed.org/",true,false,true
chicagocfc.net,"Combined Federal Campaign",500,"http://www.chicagocfc.net/",false,false,false
chattanoogacfc.org,"Combined Federal Campaign",500,"http://www.chattanoogacfc.org/",false,false,false
chemcatbio.org,"Department of Energy (DOE)",200,"https://www.chemcatbio.org/home",true,false,true
cge.concursolutions.com,"General Services Administration (GSA)",200,"https://usg.concursolutions.com/govui",true,false,false
